gene,category,subcategory
OSTC,Retinal markers (Lu 2020),RPCs
CCNB2,Retinal markers (Lu 2020),RPCs
MYB,Retinal markers (Lu 2020),RPCs
ID1,Retinal markers (Lu 2020),RPCs
CLIC1,Retinal markers (Lu 2020),RPCs
EGR1,Retinal markers (Lu 2020),RPCs
BAMBI,Retinal markers (Lu 2020),RPCs
BIRC5,Retinal markers (Lu 2020),RPCs
CMTM6,Retinal markers (Lu 2020),RPCs
FOS,Retinal markers (Lu 2020),RPCs
FZD5,Retinal markers (Lu 2020),RPCs
DEK,Retinal markers (Lu 2020),RPCs
JUN,Retinal markers (Lu 2020),RPCs
GINS2,Retinal markers (Lu 2020),RPCs
TRPM3,Retinal markers (Lu 2020),RPCs
CDK1,Retinal markers (Lu 2020),RPCs
H2AFZ,Retinal markers (Lu 2020),RPCs
IGFBP2,Retinal markers (Lu 2020),RPCs
PRSS35,Retinal markers (Lu 2020),RPCs
RP3-395M20.12,Retinal markers (Lu 2020),RPCs
ISYNA1,Retinal markers (Lu 2020),RPCs
MAD2L1,Retinal markers (Lu 2020),RPCs
RPS17,Retinal markers (Lu 2020),RPCs
RPS6,Retinal markers (Lu 2020),RPCs
LGR4,Retinal markers (Lu 2020),RPCs
RPS3A,Retinal markers (Lu 2020),RPCs
PMEPA1,Retinal markers (Lu 2020),RPCs
DBI,Retinal markers (Lu 2020),RPCs
SIVA1,Retinal markers (Lu 2020),RPCs
TGIF1,Retinal markers (Lu 2020),RPCs
HELLS,Retinal markers (Lu 2020),RPCs
NASP,Retinal markers (Lu 2020),RPCs
NES,Retinal markers (Lu 2020),RPCs
LIMCH1,Retinal markers (Lu 2020),RPCs
SEPP1,Retinal markers (Lu 2020),RPCs
IFITM2,Retinal markers (Lu 2020),RPCs
TMEM123,Retinal markers (Lu 2020),RPCs
CD99,Retinal markers (Lu 2020),RPCs
NR2E1,Retinal markers (Lu 2020),RPCs
RAB31,Retinal markers (Lu 2020),RPCs
CA14,Retinal markers (Lu 2020),RPCs
MIS18BP1,Retinal markers (Lu 2020),RPCs
ETV5,Retinal markers (Lu 2020),RPCs
UBE2T,Retinal markers (Lu 2020),RPCs
QDPR,Retinal markers (Lu 2020),RPCs
DIO3,Retinal markers (Lu 2020),RPCs
NPM1,Retinal markers (Lu 2020),RPCs
NR2F1,Retinal markers (Lu 2020),RPCs
CXCR4,Retinal markers (Lu 2020),RPCs
FXYD1,Retinal markers (Lu 2020),RPCs
HMGN3,Retinal markers (Lu 2020),RPCs
TPPP3,Retinal markers (Lu 2020),RPCs
KPNA2,Retinal markers (Lu 2020),RPCs
CCNB1,Retinal markers (Lu 2020),RPCs
GATB,Retinal markers (Lu 2020),RPCs
RPL7,Retinal markers (Lu 2020),RPCs
RARRES2,Retinal markers (Lu 2020),RPCs
SIX6,Retinal markers (Lu 2020),RPCs
UHRF1,Retinal markers (Lu 2020),RPCs
MYO10,Retinal markers (Lu 2020),RPCs
SLF1,Retinal markers (Lu 2020),RPCs
CDCA7L,Retinal markers (Lu 2020),RPCs
RPS2,Retinal markers (Lu 2020),RPCs
RPL10A,Retinal markers (Lu 2020),RPCs
RPS12,Retinal markers (Lu 2020),RPCs
CDK4,Retinal markers (Lu 2020),RPCs
RPLP1,Retinal markers (Lu 2020),RPCs
COL9A1,Retinal markers (Lu 2020),RPCs
SMIM20,Retinal markers (Lu 2020),RPCs
S1PR3,Retinal markers (Lu 2020),RPCs
AURKB,Retinal markers (Lu 2020),RPCs
TFDP2,Retinal markers (Lu 2020),RPCs
SEC11A,Retinal markers (Lu 2020),RPCs
SNRPG,Retinal markers (Lu 2020),RPCs
SPP1,Retinal markers (Lu 2020),RPCs
RPS10,Retinal markers (Lu 2020),RPCs
CRNDE,Retinal markers (Lu 2020),RPCs
DUT,Retinal markers (Lu 2020),RPCs
REST,Retinal markers (Lu 2020),RPCs
COL4A2,Retinal markers (Lu 2020),RPCs
RPS18,Retinal markers (Lu 2020),RPCs
RPS15A,Retinal markers (Lu 2020),RPCs
GNG5,Retinal markers (Lu 2020),RPCs
RPL5,Retinal markers (Lu 2020),RPCs
STON2,Retinal markers (Lu 2020),RPCs
C19orf48,Retinal markers (Lu 2020),RPCs
CDK6,Retinal markers (Lu 2020),RPCs
ASPM,Retinal markers (Lu 2020),RPCs
ZWINT,Retinal markers (Lu 2020),RPCs
RPS24,Retinal markers (Lu 2020),RPCs
TPX2,Retinal markers (Lu 2020),RPCs
GGH,Retinal markers (Lu 2020),RPCs
CALD1,Retinal markers (Lu 2020),RPCs
PLPP3,Retinal markers (Lu 2020),RPCs
CDC20,Retinal markers (Lu 2020),RPCs
TSPAN6,Retinal markers (Lu 2020),RPCs
TMSB15A,Retinal markers (Lu 2020),RPCs
PLEKHA1,Retinal markers (Lu 2020),RPCs
FABP5,Retinal markers (Lu 2020),RPCs
RPS8,Retinal markers (Lu 2020),RPCs
RPS4X,Retinal markers (Lu 2020),RPCs
RPS7,Retinal markers (Lu 2020),RPCs
RCN1,Retinal markers (Lu 2020),RPCs
H2AFX,Retinal markers (Lu 2020),RPCs
HES5,Retinal markers (Lu 2020),RPCs
DHFR,Retinal markers (Lu 2020),RPCs
CDKN3,Retinal markers (Lu 2020),RPCs
LAPTM4A,Retinal markers (Lu 2020),RPCs
